DATE,CBBTCUSD,SP500
2016-03-10,415.98,1989.57
2016-03-11,419.39,2022.19
2016-03-14,415.02,2019.64
2016-03-15,415.41,2015.93
2016-03-16,416.07,2027.22
2016-03-17,418.41,2040.59
2016-03-18,409.65,2049.58
2016-03-21,412.0,2051.6
2016-03-22,416.66,2049.8
2016-03-23,417.53,2036.71
2016-03-24,412.95,2035.94
2016-03-25,416.41,2036.2175
2016-03-28,423.0,2037.05
2016-03-29,416.39,2055.01
2016-03-30,412.79,2063.95
2016-03-31,416.03,2059.74
2016-04-01,417.68,2072.78
2016-04-04,419.47,2066.13
2016-04-05,422.36,2045.17
2016-04-06,421.46,2066.66
2016-04-07,421.99,2041.91
2016-04-08,419.48,2047.6
2016-04-11,423.94,2041.99
2016-04-12,427.8,2061.72
2016-04-13,425.58,2082.42
2016-04-14,426.32,2082.78
2016-04-15,430.93,2080.73
2016-04-18,430.97,2094.34
2016-04-19,437.06,2100.8
2016-04-20,442.96,2102.4
2016-04-21,452.25,2091.48
2016-04-22,448.41,2091.58
2016-04-25,466.17,2087.79
2016-04-26,470.59,2091.7
2016-04-27,445.31,2095.15
2016-04-28,451.68,2075.81
2016-04-29,458.82,2065.3
2016-05-02,446.42,2081.43
2016-05-03,452.21,2063.37
2016-05-04,448.68,2051.12
2016-05-05,449.98,2050.63
2016-05-06,462.31,2057.14
2016-05-09,464.16,2058.69
2016-05-10,452.78,2084.39
2016-05-11,454.37,2064.46
2016-05-12,456.48,2064.11
2016-05-13,457.98,2046.61
2016-05-16,455.66,2066.66
2016-05-17,454.19,2047.21
2016-05-18,455.56,2047.63
2016-05-19,438.38,2040.04
2016-05-20,445.65,2052.32
2016-05-23,445.67,2048.04
2016-05-24,446.99,2076.06
2016-05-25,451.49,2090.54
2016-05-26,454.97,2090.1
2016-05-27,471.27,2099.06
2016-05-30,532.55,2097.4849
2016-05-31,531.34,2096.96
2016-06-01,534.84,2099.33
2016-06-02,537.87,2105.26
2016-06-03,571.25,2099.13
2016-06-06,586.77,2109.41
2016-06-07,579.71,2112.13
2016-06-08,583.21,2119.12
2016-06-09,577.46,2115.48
2016-06-10,580.31,2096.07
2016-06-13,706.01,2079.06
2016-06-14,684.95,2075.32
2016-06-15,698.78,2071.5
2016-06-16,769.76,2077.99
2016-06-17,752.26,2071.22
2016-06-20,703.12,2083.25
2016-06-21,667.66,2088.9
2016-06-22,604.5,2085.45
2016-06-23,631.1,2113.32
2016-06-24,669.98,2037.41
2016-06-27,657.87,2000.54
2016-06-28,648.43,2036.09
2016-06-29,639.42,2070.77
2016-06-30,673.49,2098.86
2016-07-01,678.19,2102.95
2016-07-04,681.98,2092.15
2016-07-05,669.87,2088.55
2016-07-06,678.79,2099.73
2016-07-07,641.97,2097.9
2016-07-08,667.33,2129.9
2016-07-11,650.97,2137.16
2016-07-12,666.56,2152.14
2016-07-13,655.34,2152.43
2016-07-14,661.65,2163.75
2016-07-15,667.48,2161.74
2016-07-18,675.5,2166.89
2016-07-19,673.98,2163.78
2016-07-20,666.92,2173.02
2016-07-21,667.28,2165.17
2016-07-22,654.67,2175.03
2016-07-25,657.79,2168.48
2016-07-26,654.06,2169.18
2016-07-27,657.35,2166.58
2016-07-28,657.4,2170.06
2016-07-29,657.0,2173.6
2016-08-01,605.2,2170.84
2016-08-02,537.47,2157.03
2016-08-03,573.36,2163.79
2016-08-04,587.5,2164.25
2016-08-05,583.0,2182.87
2016-08-08,591.48,2180.89
2016-08-09,586.45,2181.74
2016-08-10,594.94,2175.49
2016-08-11,587.91,2185.79
2016-08-12,587.74,2184.05
2016-08-15,567.79,2190.15
2016-08-16,579.02,2178.15
2016-08-17,574.45,2182.22
2016-08-18,574.09,2187.02
2016-08-19,573.67,2183.87
2016-08-22,585.2,2182.64
2016-08-23,582.39,2186.9
2016-08-24,578.47,2175.44
2016-08-25,575.58,2172.47
2016-08-26,579.29,2169.04
2016-08-29,573.21,2180.38
2016-08-30,574.95,2176.12
2016-08-31,572.89,2170.95
2016-09-01,573.02,2170.86
2016-09-02,576.21,2179.98
2016-09-05,605.69,2184.855
2016-09-06,612.99,2186.48
2016-09-07,615.21,2186.16
2016-09-08,627.97,2181.3
2016-09-09,622.07,2127.81
2016-09-12,606.74,2159.04
2016-09-13,608.63,2127.02
2016-09-14,608.43,2125.77
2016-09-15,605.44,2147.26
2016-09-16,607.93,2139.16
2016-09-19,608.6,2139.12
2016-09-20,605.6,2139.76
2016-09-21,597.0,2163.12
2016-09-22,596.21,2177.18
2016-09-23,602.96,2164.69
2016-09-26,607.08,2146.1
2016-09-27,605.71,2159.93
2016-09-28,605.04,2171.37
2016-09-29,605.99,2151.13
2016-09-30,608.99,2168.27
2016-10-03,612.99,2161.2
2016-10-04,610.34,2150.49
2016-10-05,613.16,2159.73
2016-10-06,611.88,2160.77
2016-10-07,617.98,2153.74
2016-10-10,618.72,2163.66
2016-10-11,642.12,2136.73
2016-10-12,635.79,2139.18
2016-10-13,635.66,2132.55
2016-10-14,638.03,2132.98
2016-10-17,639.56,2126.5
2016-10-18,635.11,2139.6
2016-10-19,629.79,2144.29
2016-10-20,628.05,2141.34
2016-10-21,630.83,2141.16
2016-10-24,649.98,2151.33
2016-10-25,654.3,2143.16
2016-10-26,674.0,2139.43
2016-10-27,691.21,2133.04
2016-10-28,689.95,2126.41
2016-10-31,696.9,2126.15
2016-11-01,730.7,2111.72
2016-11-02,744.6,2097.94
2016-11-03,690.0,2088.66
2016-11-04,706.32,2085.18
2016-11-07,706.42,2131.52
2016-11-08,711.15,2139.56
2016-11-09,720.97,2163.26
2016-11-10,712.91,2167.48
2016-11-11,716.9,2164.45
2016-11-14,708.32,2164.2
2016-11-15,712.29,2180.39
2016-11-16,739.85,2176.94
2016-11-17,730.71,2187.12
2016-11-18,748.54,2181.9
2016-11-21,736.4,2198.18
2016-11-22,746.66,2202.94
2016-11-23,741.52,2204.72
2016-11-24,737.99,2209.0352
2016-11-25,739.74,2213.35
2016-11-28,729.77,2201.72
2016-11-29,732.37,2204.66
2016-11-30,742.69,2198.81
2016-12-01,754.0,2191.08
2016-12-02,769.25,2191.95
2016-12-05,752.0,2204.71
2016-12-06,759.8,2212.23
2016-12-07,764.34,2241.35
2016-12-08,767.89,2246.19
2016-12-09,773.22,2259.53
2016-12-12,778.94,2256.96
2016-12-13,776.18,2271.72
2016-12-14,777.66,2253.28
2016-12-15,776.16,2262.03
2016-12-16,780.98,2258.07
2016-12-19,790.81,2262.53
2016-12-20,798.99,2270.76
2016-12-21,834.5,2265.18
2016-12-22,856.02,2260.96
2016-12-23,917.26,2263.79
2016-12-26,902.09,2267.6074
2016-12-27,925.2,2268.88
2016-12-28,982.17,2249.92
2016-12-29,970.72,2249.26
2016-12-30,960.81,2238.83
2017-01-02,1011.45,2253.08
2017-01-03,1020.67,2257.83
2017-01-04,1130.3,2270.75
2017-01-05,1007.0,2269.0
2017-01-06,895.71,2276.98
2017-01-09,902.66,2268.9
2017-01-10,907.0,2268.9
2017-01-11,795.77,2275.32
2017-01-12,812.25,2270.44
2017-01-13,831.42,2274.64
2017-01-16,834.41,2269.5774
2017-01-17,906.0,2267.89
2017-01-18,887.99,2271.89
2017-01-19,902.92,2263.69
2017-01-20,894.31,2271.31
2017-01-23,910.7,2265.2
2017-01-24,887.0,2280.07
2017-01-25,896.0,2298.37
2017-01-26,917.02,2296.68
2017-01-27,922.63,2294.69
2017-01-30,923.23,2280.9
2017-01-31,970.01,2278.87
2017-02-01,992.75,2279.55
2017-02-02,1008.38,2280.85
2017-02-03,1018.0,2297.42
2017-02-06,1022.58,2292.56
2017-02-07,1053.96,2293.08
2017-02-08,1056.7,2294.67
2017-02-09,994.24,2307.87
2017-02-10,1001.99,2316.1
2017-02-13,1002.82,2328.25
2017-02-14,1013.92,2337.58
2017-02-15,1014.53,2349.25
2017-02-16,1038.94,2347.22
2017-02-17,1057.3,2351.16
2017-02-20,1089.82,2361.825
2017-02-21,1128.29,2365.38
2017-02-22,1128.71,2362.82
2017-02-23,1186.9,2363.81
2017-02-24,1186.91,2367.34
2017-02-27,1195.81,2369.75
2017-02-28,1195.08,2363.64
2017-03-01,1230.0,2395.96
2017-03-02,1269.17,2381.92
2017-03-03,1292.86,2383.12
2017-03-06,1284.99,2375.31
2017-03-07,1237.36,2368.39
2017-03-08,1150.22,2362.98
2017-03-09,1197.3,2364.87
2017-03-10,1109.01,2372.6
